timestamp_sec,raw_value,normalized_value,ammeter_type
0.12723939199349843,90.58841818122816,90.58841818122816,entes
0.5483895529905567,51.23456821509799,51.23456821509799,entes
1.118488117994275,62.165436190427805,62.165436190427805,entes
1.6321912429993972,46.657612597059476,46.657612597059476,entes
2.0494007029919885,35.22624931497336,35.22624931497336,entes
2.558458660991164,81.83360321373884,81.83360321373884,entes
3.0446584229939617,22.374645121864393,22.374645121864393,entes
3.6338891189952847,41.95193887971349,41.95193887971349,entes
4.242991342995083,72.31660669321725,72.31660669321725,entes
4.546194191003451,112.53267123201069,112.53267123201069,entes
