timestamp_sec,raw_value,normalized_value,ammeter_type
0.19468750100350007,0.061844058332098065,0.061844058332098065,greenlee
0.54742144899501,0.08888394758724756,0.08888394758724756,greenlee
1.1669708879926475,0.0341141703253604,0.0341141703253604,greenlee
1.5769416730036028,0.1953313651114933,0.1953313651114933,greenlee
2.086373767000623,0.027330556801859557,0.027330556801859557,greenlee
2.5506777169939596,0.04346665145044883,0.04346665145044883,greenlee
3.0437206979986513,0.12841089817418108,0.12841089817418108,greenlee
3.6888462549977703,0.04527938057178902,0.04527938057178902,greenlee
4.130010680004489,0.650012204298155,0.650012204298155,greenlee
4.546822880001855,0.10826428617845399,0.10826428617845399,greenlee
