timestamp_sec,raw_value,normalized_value,ammeter_type
0.06030200800159946,0.05993562236866224,0.05993562236866224,greenlee
0.5999507770029595,0.24262968546116515,0.24262968546116515,greenlee
1.15932523200172,0.06158510567296371,0.06158510567296371,greenlee
1.5503839900047751,0.1169028547591422,0.1169028547591422,greenlee
2.075111846002983,0.05000968625366499,0.05000968625366499,greenlee
2.548256070993375,0.08407936046724632,0.08407936046724632,greenlee
3.121939677002956,0.12161170363924843,0.12161170363924843,greenlee
3.5667356019985164,0.07470126098996961,0.07470126098996961,greenlee
4.047521854998195,0.09333872114001879,0.09333872114001879,greenlee
4.546253292995971,0.1785452693395979,0.1785452693395979,greenlee
