timestamp_sec,raw_value,normalized_value,ammeter_type
0.046888905999367125,0.01612235340507693,0.01612235340507693,circutor
0.5482110339944484,0.02752198080040996,0.02752198080040996,circutor
1.0469729589967756,0.01717827550630345,0.01717827550630345,circutor
1.5565515920025064,0.049772286671752965,0.049772286671752965,circutor
2.045505993999541,0.03613498583115017,0.03613498583115017,circutor
2.549009683993063,0.03648447907724632,0.03648447907724632,circutor
3.0492220029991586,0.051266826372532284,0.051266826372532284,circutor
3.5557980320008937,0.04983256249821847,0.04983256249821847,circutor
4.054036250003264,0.02717219481349148,0.02717219481349148,circutor
4.558569030996296,0.012203895512115495,0.012203895512115495,circutor
