timestamp_sec,raw_value,normalized_value,ammeter_type
0.049385773003450595,36.655840943458955,36.655840943458955,entes
0.5519594359939219,131.10434655651935,131.10434655651935,entes
1.0652041930006817,48.062112434725506,48.062112434725506,entes
1.5575229849928292,43.69998823715948,43.69998823715948,entes
2.055949672998395,27.574239800080495,27.574239800080495,entes
2.5506323449953925,91.41803204139258,91.41803204139258,entes
3.0517760189977707,82.21559946403174,82.21559946403174,entes
3.5506445369974244,73.98015423181451,73.98015423181451,entes
4.048125273999176,64.89213649207794,64.89213649207794,entes
4.552139152991003,84.57619417533975,84.57619417533975,entes
