timestamp_sec,raw_value,normalized_value,ammeter_type
0.17419581400463358,0.04622054835693365,0.04622054835693365,circutor
0.6300871900020866,0.04438908370873229,0.04438908370873229,circutor
1.0484594400040805,0.02511098372086226,0.02511098372086226,circutor
1.5617065449914662,0.042094829196634063,0.042094829196634063,circutor
2.1937615880015073,0.03506851505948368,0.03506851505948368,circutor
2.5612477520044195,0.040780045235303625,0.040780045235303625,circutor
3.1388852009986294,0.017727577531267445,0.017727577531267445,circutor
3.545102653995855,0.004908089787366338,0.004908089787366338,circutor
4.0478156419994775,0.0336510284318873,0.0336510284318873,circutor
4.5455234669934725,0.055510393779135664,0.055510393779135664,circutor
